"","upc","descrip.X1","descrip.X2","descrip.X3","descrip.X4","descrip.X5","descrip.X6","price","q","sales","volsales","unit","descrip1"
"757",73588841206,CELIS,GRAND,CRU,ALE,CELIS,GRAND,1.19229920,1.853384e+03,2.209910e+03,6.579512e+05,"Oz","CELIS GRAND CRU ALE"
"758",73588851206,CELIS,RASPBERRY,CELIS,RASPBERRY,CELIS,RASPBERRY,1.19541070,4.990341e+03,5.973660e+03,1.771571e+06,"Oz","CELIS RASPBERRY"
"759",73692011111,GOOSE,ISLAND,HONKERS,GOOSE,ISLAND,HONKERS,0.92928112,1.748479e+05,1.583596e+05,6.207099e+07,"Oz","GOOSE ISLAND HONKERS"
"760",73692011115,GOOSE,ISLAND,KILGUBB,GOOSE,ISLAND,KILGUBB,0.95340389,2.189872e+04,2.063887e+04,7.774045e+06,"Oz","GOOSE ISLAND KILGUBB"
"761",73692011118,GOOSE,ISLAND,SEASONA,GOOSE,ISLAND,SEASONA,0.90986913,3.678577e+04,3.218835e+04,1.305895e+07,"Oz","GOOSE ISLAND SEASONA"
"762",73692011121,GOOSE,ISLAND,HEXNUT,GOOSE,ISLAND,HEXNUT,0.99500453,2.757283e+04,2.734439e+04,9.788355e+06,"Oz","GOOSE ISLAND HEXNUT"
"763",73692011122,GOOSE,ISLAND,SEASONA,GOOSE,ISLAND,SEASONA,0.97470218,2.306833e+04,2.252343e+04,8.189257e+06,"Oz","GOOSE ISLAND SEASONA"
"764",73692011125,GOOSE,ISLAND,BLONDE,GOOSE,ISLAND,BLONDE,0.99837333,3.352885e+03,3.343850e+03,1.190274e+06,"Oz","GOOSE ISLAND BLONDE"
"765",74305820299,STATE,STREET,AMBER,A,STATE,STREET,0.91368461,7.958154e+04,7.125390e+04,2.825145e+07,"Oz","STATE STREET AMBER A"
"766",74305821299,STATE,STREET,MIDNIGH,STATE,STREET,MIDNIGH,0.89339137,2.220462e+04,1.951542e+04,7.882639e+06,"Oz","STATE STREET MIDNIGH"
"767",74305822299,STATE,STREET,SPEAKEA,STATE,STREET,SPEAKEA,0.89683640,2.973211e+04,2.616865e+04,1.055490e+07,"Oz","STATE STREET SPEAKEA"
"768",75089900001,DORTMUNDER,BEER,DORTMUNDER,BEER,DORTMUNDER,BEER,1.24874840,5.998005e+00,7.490000e+00,2.129292e+03,"Oz","DORTMUNDER BEER"
"769",75889620100,KOZEL,PREMIUM,CZECH,KOZEL,PREMIUM,CZECH,1.38961270,4.592456e+03,6.356800e+03,1.630322e+06,"Oz","KOZEL PREMIUM CZECH"
"770",76227405870,MURPHY'S,IRISH,STOUT,MURPHY'S,IRISH,STOUT,1.18282470,2.780409e+03,3.176900e+03,9.870451e+05,"Oz","MURPHY'S IRISH STOUT"
"771",76810940359,TENNENTS,LAGER,TENNENTS,LAGER,TENNENTS,LAGER,1.30583520,4.105635e+03,5.241330e+03,1.457500e+06,"Oz","TENNENTS LAGER"
"772",78036971960,SHIPYARD,EXPORT,ALE,SHIPYARD,EXPORT,ALE,1.19923400,3.238923e+03,3.897100e+03,1.149818e+06,"Oz","SHIPYARD EXPORT ALE"
"773",78036991902,SHIPYARD,GOAT,ISLAND,SHIPYARD,GOAT,ISLAND,1.19615160,5.698105e+02,6.820500e+02,2.022827e+05,"Oz","SHIPYARD GOAT ISLAND"
"774",78036991904,SHIPYARD,BLUE,FIN,ST,SHIPYARD,BLUE,1.19749260,1.001667e+03,1.200830e+03,3.555918e+05,"Oz","SHIPYARD BLUE FIN ST"
"775",78036991907,SHIPYARD,GOAT,ISLAND,SHIPYARD,GOAT,ISLAND,1.21169910,4.318564e+02,5.242800e+02,1.533090e+05,"Oz","SHIPYARD GOAT ISLAND"
"776",78036991993,SHIPYARD,OLD,THUMPER,SHIPYARD,OLD,THUMPER,1.21250450,2.735090e+03,3.314440e+03,9.709571e+05,"Oz","SHIPYARD OLD THUMPER"
"777",78146821155,BLUE,RIDGE-WHEAT,BLUE,RIDGE-WHEAT,BLUE,RIDGE-WHEAT,1.14686270,1.259581e+02,1.447900e+02,4.471513e+04,"Oz","BLUE RIDGE-WHEAT"
"778",78146839357,BLUE,RIDGE,AMBER,LAG,BLUE,RIDGE,1.14950910,1.319561e+02,1.517800e+02,4.684442e+04,"Oz","BLUE RIDGE AMBER LAG"
"779",78146840193,BLUE,RIDGE,GOLDEN,AL,BLUE,RIDGE,1.16017740,2.339222e+02,2.716100e+02,8.304239e+04,"Oz","BLUE RIDGE GOLDEN AL"
"780",79067200001,BEER,OF,AMERICA,SAMP,BEER,OF,1.49566730,1.079641e+04,1.538220e+04,3.832726e+06,"Oz","BEER OF AMERICA SAMP"
"781",79709631767,OREGON,BREWERY,INDIA,OREGON,BREWERY,INDIA,0.89629781,4.980144e+04,4.361136e+04,1.767951e+07,"Oz","OREGON BREWERY INDIA"
"782",79709633767,OREGON,HEFEWEIZEN,OREGON,HEFEWEIZEN,OREGON,HEFEWEIZEN,0.99866527,4.858384e+02,4.851900e+02,1.724727e+05,"Oz","OREGON HEFEWEIZEN"
"783",79709634767,OREGON,BREWERY,NUTBR,OREGON,BREWERY,NUTBR,0.88942069,3.562215e+04,3.100103e+04,1.264587e+07,"Oz","OREGON BREWERY NUTBR"
"784",79709635767,OREGON,RASPBERRY,WHE,OREGON,RASPBERRY,WHE,0.90706044,5.159484e+04,4.581517e+04,1.831617e+07,"Oz","OREGON RASPBERRY WHE"
"785",79709636767,OREGON,HONEY,RED,ALE,OREGON,HONEY,0.89179391,2.274444e+04,1.989288e+04,8.074275e+06,"Oz","OREGON HONEY RED ALE"
"786",79709637102,OREGON,BLACKBERRY,PO,OREGON,BLACKBERRY,PO,0.91905046,4.288574e+03,3.876290e+03,1.522444e+06,"Oz","OREGON BLACKBERRY PO"
"787",79709638102,OREGON,SUMMER,GOLD,OREGON,SUMMER,GOLD,0.99739367,1.073643e+03,1.065100e+03,3.811433e+05,"Oz","OREGON SUMMER GOLD"
